,id,llama2_rechts,llama2_rechts_voor,llama2_rechts_tegen,llama2_links,llama2_links_voor,llama2_links_tegen
64,2024D03151, Tegen,0.4426421225070953,0.5573578476905823, Voor,0.9059883952140808,0.0940116271376609
65,2024D03279, Voor,0.7686470150947571,0.2313529700040817, Voor,1.0,0.0
66,2024D03020, Voor,0.5142562389373779,0.4240973889827728, Voor,0.9192982316017152,0.0807017758488655
67,2024D02733, Voor,0.6353934407234192,0.364606499671936, Voor,1.0,0.0
68,2024D03158, Voor,0.7597082853317261,0.2402916699647903, Voor,1.0,0.0
69,2024D02851, Voor,0.7408029437065125,0.2591970264911651, Voor,1.0,0.0
70,2024D03108, Tegen,0.4421852827072143,0.5578146576881409, Voor,0.9272827506065368,0.0727172940969467
71,2024D03118, Voor,0.767829954624176,0.2321700304746627, Voor,1.0,0.0
72,2024D03114, Voor,0.7777412533760071,0.2222586721181869, Voor,1.0,0.0
73,2024D03109, Voor,0.8310375809669495,0.1689624488353729, Voor,1.0,0.0
74,2024D03113, Voor,0.5603992342948914,0.4396007061004638, Voor,1.0,0.0
75,2024D03110, Voor,0.8372288942337036,0.1627710908651352, Voor,1.0,0.0
76,2024D03040, Voor,0.6128646731376648,0.3871353566646576, Voor,1.0,0.0
77,2024D03132, Voor,0.7580746412277222,0.2419253289699554, Voor,1.0,0.0
78,2024D03032, Voor,0.7472216486930847,0.2527783513069153, Voor,1.0,0.0
79,2024D03026, Voor,0.8004922270774841,0.1995077431201934, Voor,1.0,0.0
80,2024D03022, Voor,0.8884392380714417,0.1115608736872673, Voor,1.0,0.0
81,2024D03024, Voor,0.6952645182609558,0.3047355115413666, Voor,0.9225004315376282,0.077499583363533
82,2024D03036, Voor,1.0,0.0, Voor,1.0,0.0
83,2024D03033, Voor,0.7608978748321533,0.2391021996736526, Voor,1.0,0.0
84,2024D03083, Voor,0.7105544805526733,0.2894454300403595, Voor,1.0,0.0
85,2024D03085, Voor,0.6279400587081909,0.3720598816871643, Voor,1.0,0.0
86,2024D03087, Voor,1.0,0.0, Voor,1.0,0.0
87,2024D03084, Voor,0.7923343777656555,0.207665666937828, Voor,1.0,0.0
88,2024D03081, Voor,0.5447180867195129,0.4552817940711975, Voor,0.9246834516525269,0.0753164142370224
89,2024D03062, Voor,0.9012356996536256,0.0987643674015998, Voor,1.0,0.0
90,2024D03079, Voor,0.6209094524383545,0.3790905475616455, Voor,1.0,0.0
91,2024D03078, Tegen,0.4804320037364959,0.5195680260658264, Voor,0.9068921208381652,0.0931078270077705
92,2024D03073, Voor,0.7281627058982849,0.2718372642993927, Voor,1.0,0.0
93,2024D03070, Voor,0.6858167052268982,0.314183235168457, Voor,0.9283039569854736,0.0716959908604621
94,2024D03069, Voor,0.7480281591415405,0.2519718110561371, Voor,1.0,0.0
95,2024D03074, Voor,0.7694133520126343,0.2305866181850433, Voor,1.0,0.0
96,2024D03063, Voor,0.75094074010849,0.2490592747926712, Voor,1.0,0.0
97,2024D02664, Voor,0.7828418016433716,0.2171581536531448, Voor,1.0,0.0
98,2024D02505, Voor,0.7250036597251892,0.2749962210655212, Voor,1.0,0.0
99,2024D02485, Voor,0.6644029021263123,0.3355970680713653, Voor,1.0,0.0
100,2024D02508, Voor,0.798373818397522,0.201626181602478, Voor,1.0,0.0
101,2024D02680, Voor,0.8308058977127075,0.1691941022872924, Voor,1.0,0.0
102,2024D02518, Voor,0.7515801191329956,0.2484198212623596, Voor,1.0,0.0
103,2024D02659, Voor,0.8985398411750793,0.101460188627243, Voor,1.0,0.0
104,2024D02641, I can,0.0,0.0, Voor,0.9083319902420044,0.0
105,2024D02640, Voor,0.5157217383384705,0.2943408191204071, Voor,1.0,0.0
106,2024D02643, Voor,0.7013101577758789,0.2986899316310882, Voor,1.0,0.0
107,2024D02644, Tegen,0.4467153251171112,0.5532847046852112, Voor,0.8982418775558472,0.1017579957842826
108,2024D02638, Voor,0.6856399774551392,0.3143600523471832, Voor,1.0,0.0
109,2024D02532, Voor,0.7307602763175964,0.2692396342754364, Voor,1.0,0.0
110,2024D02642, I can,0.0,0.140941634774208, I can,0.0,0.0
111,2024D02531, Voor,0.7762124538421631,0.223787635564804, Voor,1.0,0.0
112,2024D02512, Voor,0.6338928937911987,0.3661071360111236, Voor,1.0,0.0
113,2024D02510, Voor,0.6762917637825012,0.3237082064151764, Voor,0.925321400165558,0.0746785923838615
114,2024D02514, Tegen,0.4971418380737304,0.5028581023216248, Voor,1.0,0.0
115,2024D02515, Voor,0.7275782823562622,0.2724216878414154, Voor,1.0,0.0
116,2024D02524, Voor,0.7974230647087097,0.2025768756866455, Voor,1.0,0.0
117,2024D02528, Voor,0.8498877286911011,0.1501122713088989, Voor,1.0,0.0
118,2024D02499, Voor,0.9117582440376282,0.08824173361063, Voor,1.0,0.0
119,2024D02502, Voor,0.7714633941650391,0.2285366207361221, Voor,1.0,0.0
120,2024D02500, Voor,0.8556795716285706,0.144320473074913, Voor,1.0,0.0
121,2024D02509, Voor,0.8010560274124146,0.1989438980817794, Voor,1.0,0.0
122,2024D02496, Voor,0.6701783537864685,0.3298216164112091, Voor,1.0,0.0
123,2024D02498, Voor,0.7735245227813721,0.2264754176139831, Voor,1.0,0.0
124,2024D02494, Voor,0.6760357618331909,0.3239642381668091, Voor,1.0,0.0
125,2024D02492, Voor,0.7597643733024597,0.2402356117963791, Voor,1.0,0.0
126,2024D02489, Voor,0.831920862197876,0.1680791527032852, Voor,1.0,0.0
127,2024D02495, Voor,0.9264804124832152,0.0735196471214294, Voor,1.0,0.0
128,2024D02487, Voor,0.8539165258407593,0.1460834294557571, Voor,1.0,0.0
129,2024D02490, Voor,0.843956470489502,0.156043604016304, Voor,1.0,0.0
130,2024D02484, Voor,0.7760440111160278,0.2239559739828109, Voor,1.0,0.0
131,2024D02677, Voor,0.5765224099159241,0.4234775900840759, Voor,0.9268247485160828,0.0731753259897232
132,2024D02689, Voor,0.8033095002174377,0.196690559387207, Voor,1.0,0.0
133,2024D02678, Voor,0.8321053385734558,0.1678946763277053, Voor,1.0,0.0
134,2024D02684, Voor,0.8443059921264648,0.1556940227746963, Voor,1.0,0.0
135,2024D02694, Voor,0.7211820483207703,0.2788179516792297, Voor,1.0,0.0
136,2024D02679, Voor,0.8363950848579407,0.1636048555374145, Voor,1.0,0.0
137,2024D02690, Voor,0.575778603553772,0.4242214262485504, Voor,1.0,0.0
138,2024D02685, Voor,0.6318676471710205,0.3681323230266571, Voor,1.0,0.0
139,2024D02676, Voor,0.7377172112464905,0.2622826695442199, Voor,1.0,0.0
140,2024D02691, Voor,0.6555820107460022,0.3444180488586426, Voor,0.9337791800498962,0.0662208274006843
141,2024D02681, Voor,0.8143041729927063,0.1856958419084549, Voor,1.0,0.0
142,2024D02686, Voor,0.7652326822280884,0.234767273068428, Voor,1.0,0.0
143,2024D02688, Voor,0.7474575042724609,0.2525424361228943, Voor,1.0,0.0
144,2024D02687, Voor,0.6340690851211548,0.36593097448349, Voor,1.0,0.0
145,2024D02692, Tegen,0.1783829033374786,0.6804639101028442, Voor,0.860698938369751,0.1393009722232818
146,2024D02683, Voor,0.8608909845352173,0.1391090005636215, Voor,1.0,0.0
147,2024D02682, Voor,0.690522313117981,0.3094775676727295, Voor,1.0,0.0
148,2024D02671, Voor,0.7257773876190186,0.2742227017879486, Voor,1.0,0.0
149,2024D02662, Voor,0.7587200999259949,0.2412798255681991, Voor,1.0,0.0
150,2024D02661, Tegen,0.4398657977581024,0.56013423204422, Voor,1.0,0.0
151,2024D02667, Voor,0.89158034324646,0.1084196716547012, Voor,1.0,0.0
152,2024D02660, Voor,0.6018568277359009,0.3981431424617767, Voor,1.0,0.0
153,2024D02674, Voor,0.8850648403167725,0.1149352192878723, Voor,1.0,0.0
154,2024D02670, Voor,0.8176838755607605,0.1823160201311111, Voor,1.0,0.0
155,2024D02672, Voor,0.700228214263916,0.299771785736084, Voor,1.0,0.0
156,2024D02668, Voor,0.788898766040802,0.2111012041568756, Voor,1.0,0.0
157,2024D02665, Voor,0.549196720123291,0.4508032202720642, Voor,1.0,0.0
158,2024D02673, Voor,0.541847825050354,0.458152174949646, Voor,0.8772432804107666,0.1227567568421363
159,2024D02669, Voor,0.7722291350364685,0.2277708053588867, Voor,1.0,0.0
160,2024D02663, Tegen,0.1276203095912933,0.5665037631988525, Voor,0.6535454988479614,0.1622024327516555
161,2024D02657, Voor,0.7761139273643494,0.223886027932167, Voor,1.0,0.0
162,2024D02658, Voor,0.6483624577522278,0.351637601852417, Voor,1.0,0.0
163,2024D02675, Voor,0.9082143902778624,0.0917856395244598, Voor,1.0,0.0
164,2024D02656, Voor,0.6466014385223389,0.3533985912799835, Voor,1.0,0.0
165,2024D02650, Voor,0.6657952070236206,0.3342048227787018, Voor,1.0,0.0
166,2024D02648, Voor,0.6591871380805969,0.3408129513263702, Voor,1.0,0.0
167,2024D02647, Voor,0.6008014678955078,0.3991985023021698, Voor,0.8971958160400391,0.1028041318058967
168,2024D02654, Voor,0.5320342779159546,0.4679656326770782, Voor,0.9039791822433472,0.0960207805037498
169,2024D02652, Voor,0.8469247221946716,0.1530752927064895, Voor,1.0,0.0
170,2024D02653, Tegen,0.4810072183609009,0.5189928412437439, Voor,0.9108991026878356,0.0891008675098419
171,2024D02655, Voor,0.6009030938148499,0.3990969657897949, Voor,1.0,0.0
172,2024D02389, Tegen,0.0,0.0, Voor,0.7657309770584106,0.1552608907222747
173,2024D02392, Voor,0.5844537615776062,0.4155463278293609, Voor,1.0,0.0
174,2024D02390, Voor,0.7830489277839661,0.2169510424137115, Voor,1.0,0.0
175,2024D02214, Voor,0.5665244460105896,0.4334754943847656, Voor,0.9147130846977234,0.085286870598793
176,2024D02396, Tegen,0.426504909992218,0.5734950304031372, Voor,1.0,0.0
177,2024D02391, Voor,0.5522723197937012,0.4477276802062988, Voor,0.933210015296936,0.0667899772524833
178,2024D02209, Voor,0.7159646153450012,0.2840353548526764, Voor,1.0,0.0
179,2024D02096, Voor,0.6983789205551147,0.30162113904953, Voor,1.0,0.0
180,2024D02098, Voor,0.7077322006225586,0.2922677397727966, Voor,1.0,0.0
181,2024D01578, Voor,0.8812655210494995,0.1187345311045646, Voor,1.0,0.0
182,2024D01579, Voor,0.8634079098701477,0.1365921944379806, Voor,1.0,0.0
183,2024D01966, Voor,0.6253545880317688,0.3746454417705536, Voor,1.0,0.0
184,2024D01250, Voor,0.8007787466049194,0.1992212533950805, Voor,1.0,0.0
185,2024D01889, Voor,0.8306346535682678,0.1693653613328933, Voor,1.0,0.0
186,2024D01893, Voor,0.8086941242218018,0.1913058161735534, Voor,1.0,0.0
187,2024D01900, Voor,0.7932295203208923,0.2067704647779464, Voor,1.0,0.0
188,2024D01890, Voor,0.7604623436927795,0.2395376116037368, Voor,1.0,0.0
189,2024D01892, Voor,0.6511456370353699,0.3488543927669525, Voor,1.0,0.0
190,2024D01894, Voor,0.666786253452301,0.3332137167453766, Voor,1.0,0.0
191,2024D01898, Voor,0.7339589595794678,0.2660409212112427, Voor,1.0,0.0
192,2024D01891, Voor,0.7618635892868042,0.2381364107131958, Voor,1.0,0.0
193,2024D01899, Voor,0.7448498606681824,0.2551500201225281, Voor,1.0,0.0
194,2024D01901, Tegen,0.4575873613357544,0.5424126386642456, Voor,1.0,0.0
195,2024D01375, Tegen,0.118552416563034,0.4722771942615509, I cannot,0.0,0.0
196,2024D01509, Voor,0.81057208776474,0.1894279271364212, Voor,1.0,0.0
197,2024D01506, Voor,0.783833384513855,0.216166615486145, Voor,1.0,0.0
198,2024D01504, Voor,0.7533847093582153,0.2466151863336563, Voor,1.0,0.0
199,2024D01503, Voor,0.733883798122406,0.266116201877594, Voor,1.0,0.0
200,2024D01505, Voor,0.6919882893562317,0.3080117106437683, Voor,1.0,0.0
201,2024D01397, Tegen,0.1993645429611206,0.4692724943161011, Voor,0.5497326850891113,0.1520783752202987
202,2024D01396, Voor,0.6729620099067688,0.327037900686264, Voor,1.0,0.0
203,2024D01390, Voor,1.0,0.0, Voor,1.0,0.0
204,2024D01377, Voor,0.5157161355018616,0.484283834695816, Voor,0.9212985634803772,0.0787014067173004
205,2024D01388, Voor,1.0,0.0, Voor,1.0,0.0
206,2024D01394, Voor,0.8567830920219421,0.1432169526815414, Voor,1.0,0.0
207,2024D01379, Voor,0.6168344020843506,0.3831655979156494, Voor,1.0,0.0
208,2024D01376, Voor,0.7814938426017761,0.2185061275959015, Voor,1.0,0.0
209,2024D01399, Voor,0.7564001083374023,0.2435999065637588, Voor,1.0,0.0
210,2024D01391, Voor,0.8307558298110962,0.1692441254854202, Voor,1.0,0.0
211,2024D01378, Voor,0.8556512594223022,0.1443487554788589, Voor,1.0,0.0
212,2024D01369, Voor,0.8562080264091492,0.1437920331954956, Voor,1.0,0.0
213,2024D01374, Voor,0.6856358647346497,0.3143641352653503, Voor,1.0,0.0
214,2024D01373, Voor,0.6468981504440308,0.3531017899513244, Voor,1.0,0.0
215,2024D01372, Tegen,0.0,0.0, Voor,0.9368203282356262,0.0631795898079872
216,2024D01367, Voor,0.7696258425712585,0.2303741574287414, Voor,1.0,0.0
217,2024D01371, Voor,0.7091079950332642,0.290891945362091, Voor,1.0,0.0
218,2024D01364, Voor,0.8754132390022278,0.1245867535471916, Voor,1.0,0.0
219,2024D01317, Voor,0.7236710786819458,0.2763288021087646, Voor,1.0,0.0
220,2024D01323, Voor,0.6969942450523376,0.3030058443546295, Voor,1.0,0.0
221,2024D01329, Voor,0.7591710090637207,0.2408289909362793, Voor,0.8973174691200256,0.1026824563741684
222,2024D01315, Voor,0.796298623085022,0.2037013322114944, Voor,1.0,0.0
223,2024D01361, Voor,0.8076977133750916,0.1923022419214248, Voor,1.0,0.0
224,2024D01363, Voor,0.7371869683265686,0.262813001871109, Voor,1.0,0.0
225,2024D01327, Voor,0.7136678099632263,0.2863321304321289, Voor,1.0,0.0
226,2024D01322, Voor,0.6847142577171326,0.3152857720851898, Voor,1.0,0.0
227,2024D01320, Voor,0.8049503564834595,0.1950496733188629, Voor,1.0,0.0
228,2024D01326, Voor,0.8160303831100464,0.1839695572853088, Voor,1.0,0.0
229,2024D01308, Voor,0.8226656913757324,0.1773342490196228, Voor,1.0,0.0
230,2024D01311, Voor,0.7221084237098694,0.2778915166854858, Voor,1.0,0.0
231,2024D01314, Voor,0.7497119307518005,0.2502881288528442, Voor,1.0,0.0
232,2024D01293, Voor,0.732255756855011,0.267744243144989, Voor,1.0,0.0
233,2024D01292, Voor,0.8146578073501587,0.1853422224521637, Voor,1.0,0.0
234,2024D01291, Voor,0.5224930047988892,0.4775070548057556, Voor,1.0,0.0
235,2024D01500, Tegen,0.3920102715492248,0.4511502683162689, Voor,0.9131115674972534,0.0868884474039077
236,2024D01499, I can,0.0,0.0, Voor,0.7449073791503906,0.1030186712741851
237,2024D01487, I can,0.0,0.0, Voor,1.0,0.0
238,2024D01486, I apolog,0.0,0.0, I can,0.0,0.0
239,2024D01485, Tegen,0.4657087624073028,0.5342912077903748, Voor,0.8993933796882629,0.1006066501140594
240,2024D01489, Voor,0.6582497358322144,0.341750293970108, Voor,0.9349430799484252,0.0650569722056388
241,2024D01491, Voor,0.6870881915092468,0.3129118382930755, Voor,1.0,0.0
242,2024D01494, Voor,0.8678848743438721,0.1321151256561279, Voor,1.0,0.0
243,2024D01495, I can,0.0,0.3709790408611297, I can,0.2443020492792129,0.1455607712268829
244,2024D01493, Voor,0.0,0.0, Voor,0.9604031443595886,0.0395968928933143
245,2024D01496, I can,0.0,0.3910057246685028, Voor,0.0,0.0
246,2024D01066, Voor,0.7644378542900085,0.2355621457099914, Voor,1.0,0.0
247,2024D01062, Voor,0.4677538871765136,0.428644448518753, Voor,0.917473316192627,0.0825266912579536
248,2024D01067, Voor,0.8098981380462646,0.1901018619537353, Voor,1.0,0.0
249,2024D01063, Voor,0.5795895457267761,0.4204103946685791, Voor,1.0,0.0
250,2024D01061, Tegen,0.4232577979564667,0.5767422318458557, Voor,0.9016845226287842,0.0983153581619262
251,2024D01189, Voor,0.7428019046783447,0.2571980357170105, Voor,1.0,0.0
252,2024D00840, Voor,0.8958224058151245,0.1041775420308113, Voor,1.0,0.0
253,2024D00890, Voor,0.6970880031585693,0.3029119670391083, Voor,1.0,0.0
254,2024D00820, Tegen,0.4590254724025726,0.540974497795105, Voor,0.9298393726348876,0.0701606199145317
255,2023D51041, Voor,0.7185118198394775,0.2814881801605224, Voor,1.0,0.0
256,2023D51044, Voor,0.8357124924659729,0.1642874479293823, Voor,1.0,0.0
257,2023D51053, Voor,0.8387057781219482,0.1612941771745681, Voor,1.0,0.0
258,2023D51058, Voor,0.7311290502548218,0.2688709497451782, Voor,1.0,0.0
259,2023D51059, Tegen,0.4814733862876892,0.5185266137123108, Voor,1.0,0.0
260,2023D51054, Voor,0.6864234209060669,0.3135765492916107, Voor,1.0,0.0
261,2023D51060, Voor,0.5594879984855652,0.4405120313167572, Voor,0.9151626825332642,0.0848373696208
262,2023D51172, Tegen,0.4816485941410064,0.5183513760566711, Voor,1.0,0.0
263,2023D51166, Voor,0.7971642017364502,0.202835813164711, Voor,1.0,0.0
264,2023D51170, I can,0.0,0.3982816338539123, I can,0.0,0.0
265,2023D51167, Voor,0.5480045676231384,0.3787643015384674, Voor,0.9094443321228028,0.0905556976795196
266,2023D51168, I apolog,0.0,0.0, I cannot,0.0,0.0
267,2023D51165, Voor,0.8369929194450378,0.163006991147995, Voor,1.0,0.0
268,2023D51171, Voor,0.8565307855606079,0.1434691995382309, Voor,1.0,0.0
269,2023D51182, Tegen,0.3037395775318146,0.5867947936058044, Voor,0.8526378273963928,0.0651529133319854
270,2023D51205, Tegen,0.3408425152301788,0.6591574549674988, Voor,0.7261015176773071,0.2738983929157257
271,2023D51199, Voor,0.8612474203109741,0.138752594590187, Voor,1.0,0.0
272,2023D51180, Voor,0.608782172203064,0.3912178575992584, Voor,0.9432019591331482,0.0567980632185936
273,2023D51176, Voor,0.8317824602127075,0.1682176291942596, Voor,1.0,0.0
274,2023D51164, Voor,0.5383395552635193,0.4616604745388031, Voor,0.9130716919898988,0.0869283303618431
275,2023D51198, Voor,0.7296270132064819,0.270372986793518, Voor,1.0,0.0
276,2023D51194, Voor,0.6586303114891052,0.3413697779178619, Voor,1.0,0.0
277,2023D51191, Tegen,0.2634986937046051,0.7365012764930725, Voor,0.7822384238243103,0.2177615314722061
278,2023D51193, Tegen,0.3248504400253296,0.6751495599746704, Voor,0.913100242614746,0.0868997126817703
279,2023D51190, Voor,0.7927903532981873,0.2072097361087799, Voor,1.0,0.0
280,2023D51196, I can,0.0,0.0, I can,0.0,0.0
281,2023D50610, Voor,0.6841630339622498,0.3158369660377502, Voor,1.0,0.0
282,2023D50622, Voor,0.7743998169898987,0.2256001532077789, Voor,1.0,0.0
283,2023D50617, Voor,0.7308701872825623,0.2691296935081482, Voor,0.9476240873336792,0.0523758791387081
284,2023D50623, Voor,0.6584600210189819,0.3415400981903076, Voor,1.0,0.0
285,2023D50763, Voor,0.6846635937690735,0.3153363764286041, Voor,1.0,0.0
286,2023D50755, Voor,0.9271162152290344,0.0728839039802551, Voor,1.0,0.0
287,2023D50761, Voor,0.7011579275131226,0.2988421618938446, Voor,1.0,0.0
288,2023D50757, Voor,0.8887699842453003,0.1112300902605056, Voor,1.0,0.0
289,2023D50756, Voor,0.8681747913360596,0.1318251937627792, Voor,1.0,0.0
290,2023D50764, Voor,0.9135671257972716,0.08643289655447, Voor,1.0,0.0
291,2023D50750, Voor,0.8665419220924377,0.1334580034017563, Voor,1.0,0.0
292,2023D50748, Voor,0.5651374459266663,0.4348625242710113, Voor,0.9196179509162904,0.0803819969296455
293,2023D50753, Voor,0.8997865319252014,0.1002134904265403, Voor,1.0,0.0
294,2023D50406, Voor,0.8152928352355957,0.1847071796655655, Voor,1.0,0.0
295,2023D50413, Voor,0.6097524762153625,0.390247493982315, Voor,1.0,0.0
296,2023D50415, Tegen,0.4716310501098633,0.5283690094947815, Voor,1.0,0.0
297,2023D50412, Voor,0.7197756767272949,0.2802241742610931, Voor,1.0,0.0
298,2023D50417, Voor,0.5167745351791382,0.4832254648208618, Voor,0.9108540415763856,0.0891459211707115
299,2023D50414, Voor,0.5979843735694885,0.4020155966281891, Voor,0.9013193249702454,0.098680593073368
300,2023D50405, Voor,0.5012273788452148,0.4987726211547851, Voor,0.9114237427711488,0.0885761603713035
301,2023D50407, Voor,0.5907077193260193,0.4092922210693359, Voor,0.8565448522567749,0.1434551477432251
302,2023D50410, Voor,0.8470295667648315,0.1529704928398132, Voor,1.0,0.0
303,2023D50408, Voor,0.7184759378433228,0.2815240323543548, Voor,1.0,0.0
304,2023D50409, Voor,0.7851158976554871,0.2148840725421905, Voor,1.0,0.0
305,2023D49235, Voor,0.7142439484596252,0.2857560217380523, Voor,1.0,0.0
306,2023D49232, Voor,0.920469045639038,0.0795310214161872, Voor,1.0,0.0
307,2023D49233, Voor,0.6737478375434875,0.32625213265419, Voor,1.0,0.0
308,2023D49231, Voor,0.8488032817840576,0.151196613907814, Voor,1.0,0.0
309,2023D49405, Voor,0.7246062159538269,0.2753937840461731, Voor,1.0,0.0
310,2023D49406, Voor,0.7941415309906006,0.2058584541082382, Voor,1.0,0.0
311,2023D49399, Voor,0.6124061346054077,0.3875938951969147, Voor,1.0,0.0
312,2023D49197, I can,0.0,0.0, Voor,1.0,0.0
313,2023D49069, Voor,0.6892586350440979,0.3107413649559021, Voor,0.9243192076683044,0.0756807923316955
314,2023D49158, Voor,0.6784152388572693,0.3215848803520202, Voor,1.0,0.0
315,2023D49159, Tegen,0.4998178780078888,0.5001821517944336, Voor,1.0,0.0
316,2023D49200, Voor,0.8722243309020996,0.127775639295578, Voor,1.0,0.0
317,2023D49177, Voor,0.7586827874183655,0.2413171976804733, Voor,1.0,0.0
318,2023D49198, I can,0.0,0.0, I can,0.1457949727773666,0.0
