,id,llama3_centristisch,llama3_centristisch_voor,llama3_centristisch_tegen,llama3_rechts,llama3_rechts_voor,llama3_rechts_tegen
64,2024D03151, tegen,0.0,1.0000000596046448, tegen,0.0,0.9999999701976776
65,2024D03279, voor,1.0000000819563866,0.0, Tegen,0.4493994116783142,0.5506005585193634
66,2024D03020, tegen,0.3720444738864898,0.6279555112123489, tegen,0.1597511321306228,0.8402488529682159
67,2024D02733, Tegen,0.3384395763278007,0.6615604162216187, Tegen,0.0889883413910865,0.9110116064548492
68,2024D03158, tegen,0.3871059119701385,0.6128940731287003, tegen,0.118127591907978,0.8818723559379578
69,2024D02851, voor,0.7044629380106926,0.2955371364951134, Tegen,0.1703453212976455,0.8296546936035156
70,2024D03108, tegen,0.0,1.0, Tegen,0.0,1.0
71,2024D03118, voor,0.6630196124315262,0.3369803726673126, tegen,0.1959670484066009,0.804032951593399
72,2024D03114, tegen,0.1480773985385894,0.8519226312637329, Tegen,0.1632512658834457,0.8367487788200378
73,2024D03109, voor,0.686625562608242,0.3133744448423385, Tegen,0.3192242830991745,0.6807756721973419
74,2024D03113, tegen,0.0,1.0000000149011612, tegen,0.0721093341708183,0.9278906583786012
75,2024D03110, voor,0.6831091195344925,0.3168908953666687, tegen,0.3006736114621162,0.6993263959884644
76,2024D03040, voor,0.7550359070301056,0.244964100420475, tegen,0.2541888728737831,0.7458111643791199
77,2024D03132, tegen,0.0,1.0, tegen,0.0691844448447227,0.930815488100052
78,2024D03032, voor,0.4562837183475494,0.5437162667512894, Tegen,0.2208049148321151,0.7791951298713684
79,2024D03026, voor,0.6588284373283386,0.3411716222763061, tegen,0.1600934118032455,0.8399065434932709
80,2024D03022, voor,0.617600679397583,0.3823993355035782, tegen,0.0,0.9999999701976776
81,2024D03024, tegen,0.3541059195995331,0.6458940356969833, tegen,0.2668608948588371,0.7331391274929047
82,2024D03036, voor,1.0000000298023224,0.0, voor,0.4384306743741035,0.5615693181753159
83,2024D03033, tegen,0.2162107527256012,0.7837892174720764, Tegen,0.0,0.9999999701976776
84,2024D03083, tegen,0.0,1.0000000298023224, tegen,0.0,0.9999999403953552
85,2024D03085, voor,0.807416558265686,0.1925835013389587, Tegen,0.3285496532917022,0.6714503467082977
86,2024D03087, voor,1.0000000596046448,0.0, voor,0.6491551399230957,0.3508448451757431
87,2024D03084, voor,0.8027712255716324,0.1972287148237228, tegen,0.2361902743577957,0.7638097107410431
88,2024D03081, Tegen,0.1758327633142471,0.8241673111915588, Tegen,0.0,1.0
89,2024D03062, tegen,0.0,1.0000000149011612, tegen,0.0,1.0000000298023224
90,2024D03079, tegen,0.1565220206975937,0.8434779495000839, tegen,0.0,1.0
91,2024D03078, voor,0.3924600780010223,0.6075399219989777, tegen,0.103209488093853,0.8967905044555664
92,2024D03073, voor,0.9350956827402116,0.0649043023586273, voor,0.4917551279067993,0.5082448422908783
93,2024D03070, voor,0.7383485436439514,0.2616514712572098, tegen,0.3498497083783149,0.6501502394676208
94,2024D03069, voor,0.5571903139352798,0.4428097009658813, Tegen,0.0673594772815704,0.9326405227184296
95,2024D03074, voor,0.4524740874767303,0.5475259125232697, Tegen,0.1715479493141174,0.8284520208835602
96,2024D03063, voor,0.7428302764892578,0.2571696862578392, Tegen,0.3164355903863907,0.6835643947124481
97,2024D02664, voor,0.6837160736322403,0.3162838816642761, Tegen,0.1225378140807151,0.8774622082710266
98,2024D02505, voor,0.8565791174769402,0.1434208452701568, tegen,0.2763631641864776,0.7236368656158447
99,2024D02485, tegen,0.3571007251739502,0.6428993046283722, tegen,0.3268998041749,0.6731001436710358
100,2024D02508, tegen,0.121098518371582,0.8789014220237732, Tegen,0.1089430078864097,0.8910569250583649
101,2024D02680, tegen,0.0896389782428741,0.9103610515594482, Tegen,0.0,1.0000000298023224
102,2024D02518, voor,0.6292357742786407,0.370764285326004, Tegen,0.1971589922904968,0.8028409779071808
103,2024D02659, voor,1.0,0.0, voor,0.6397213786840439,0.3602785915136337
104,2024D02641, tegen,0.0921350643038749,0.9078649580478668, Tegen,0.0,1.0000000298023224
105,2024D02640, voor,0.7387594133615494,0.2612405717372894, Tegen,0.1122878417372703,0.887712150812149
106,2024D02643, voor,0.807226300239563,0.1927737146615982, voor,0.6129752844572067,0.3870246857404709
107,2024D02644, tegen,0.0,1.0000000298023224, tegen,0.0,1.0000000298023224
108,2024D02638, tegen,0.0,1.0000000298023224, Tegen,0.0,1.0
109,2024D02532, voor,0.4309260547161102,0.5690739154815674, tegen,0.3379161134362221,0.6620838642120361
110,2024D02642, tegen,0.0,1.0000000298023224, Tegen,0.0,1.0000000298023224
111,2024D02531, voor,0.6570898294448853,0.3429101258516311, tegen,0.2680974304676056,0.7319025695323944
112,2024D02512, voor,0.730455294251442,0.2695447206497192, Tegen,0.3198053240776062,0.6801947057247162
113,2024D02510, voor,0.6099662482738495,0.3900336772203445, Tegen,0.108975701034069,0.891024261713028
114,2024D02514, voor,0.783650666475296,0.2163493335247039, Tegen,0.310709610581398,0.6892904043197632
115,2024D02515, voor,0.5296115279197693,0.4703884720802307, tegen,0.2083085775375366,0.7916914522647858
116,2024D02524, voor,0.8793195337057114,0.1206804662942886, voor,0.4700123071670532,0.529987707734108
117,2024D02528, tegen,0.0,1.0, tegen,0.0685054138302803,0.931494563817978
118,2024D02499, voor,0.6933764219284058,0.3066235780715942, tegen,0.1052135303616523,0.8947864770889282
119,2024D02502, voor,0.757119208574295,0.2428807690739631, Tegen,0.1716854870319366,0.8283145725727081
120,2024D02500, tegen,0.2915483117103576,0.7084517180919647, Tegen,0.0,1.0
121,2024D02509, voor,0.7251660376787186,0.2748340293765068, Tegen,0.3010962158441543,0.6989037692546844
122,2024D02496, Tegen,0.1472068279981613,0.8527932465076447, Tegen,0.0,1.0
123,2024D02498, voor,0.9068328067660332,0.093167133629322, voor,0.4961765706539154,0.5038233250379562
124,2024D02494, tegen,0.3788858354091644,0.6211141496896744, tegen,0.2047858387231826,0.7952141165733337
125,2024D02492, voor,0.5533254146575928,0.4466745853424072, Tegen,0.3474376797676086,0.652562290430069
126,2024D02489, voor,0.8458883389830589,0.1541117131710052, voor,0.4538788869976997,0.5461211502552032
127,2024D02495, tegen,0.1782594621181488,0.8217405676841736, tegen,0.1361432075500488,0.8638568818569183
128,2024D02487, tegen,0.1085950583219528,0.8914049565792084, tegen,0.0,1.0
129,2024D02490, voor,0.5976259112358093,0.4023741036653518, tegen,0.1274936348199844,0.8725063800811768
130,2024D02484, tegen,0.3357507586479187,0.6642492413520813, Tegen,0.1416363418102264,0.858363687992096
131,2024D02677, tegen,0.0,1.0000000298023224, Tegen,0.0,1.0000000298023224
132,2024D02689, tegen,0.0,1.0000000298023224, tegen,0.0778331086039543,0.9221668541431428
133,2024D02678, voor,0.6942756772041321,0.3057243525981903, tegen,0.0821080803871154,0.917891889810562
134,2024D02684, tegen,0.0,0.999999925494194, tegen,0.0,0.9999999701976776
135,2024D02694, voor,0.9030930399894714,0.0969069674611091, Tegen,0.2842954099178314,0.715704619884491
136,2024D02679, tegen,0.0,0.9999999403953552, tegen,0.0,1.0
137,2024D02690, Tegen,0.2908399254083633,0.7091601192951202, Tegen,0.0,1.0
138,2024D02685, voor,0.4603781402111053,0.539621889591217, tegen,0.2280831933021545,0.7719168066978455
139,2024D02676, tegen,0.0,1.0000000447034836, tegen,0.0,1.0
140,2024D02691, tegen,0.0,1.0, tegen,0.0,1.0
141,2024D02681, tegen,0.2976502776145935,0.7023497372865677, tegen,0.1657920032739639,0.8342080414295197
142,2024D02686, voor,0.6800506711006165,0.3199493736028671, tegen,0.2400983124971389,0.7599017024040222
143,2024D02688, tegen,0.1060792505741119,0.8939207643270493, tegen,0.1516631096601486,0.8483369052410126
144,2024D02687, tegen,0.1153685450553894,0.8846314549446106, tegen,0.0,1.0000000298023224
145,2024D02692, tegen,0.0,1.0, Tegen,0.0,0.9999999701976776
146,2024D02683, tegen,0.3302107751369476,0.6697891801595688, tegen,0.0,0.9999999701976776
147,2024D02682, voor,0.7813007235527039,0.2186991944909095, Tegen,0.3107977733016014,0.6892022490501404
148,2024D02671, voor,0.8761580139398575,0.1238420158624649, tegen,0.2407543510198593,0.7592456340789795
149,2024D02662, tegen,0.2704834342002868,0.7295166254043579, tegen,0.073471650481224,0.9265283942222596
150,2024D02661, voor,0.4235444962978363,0.5764554738998413, Tegen,0.0,0.9999999701976776
151,2024D02667, tegen,0.0,1.0000000149011612, tegen,0.0,0.9999999701976776
152,2024D02660, tegen,0.2411087602376938,0.758891224861145, tegen,0.07786376029253,0.922136217355728
153,2024D02674, tegen,0.0,1.0000000596046448, Tegen,0.0,0.9999999403953552
154,2024D02670, voor,1.0,0.0, voor,0.493430882692337,0.5065691024065018
155,2024D02672, tegen,0.2828446328639984,0.717155396938324, tegen,0.1325471103191375,0.86745285987854
156,2024D02668, tegen,0.3795935213565826,0.6204064339399338, tegen,0.0,1.0000000298023224
157,2024D02665, tegen,0.1212828457355499,0.8787171244621277, Tegen,0.0,1.0
158,2024D02673, tegen,0.203939214348793,0.7960607707500458, Tegen,0.0,1.0
159,2024D02669, voor,0.6202590316534042,0.379740908741951, tegen,0.2854007259011268,0.7145992815494537
160,2024D02663, tegen,0.0,1.0000000596046448, Tegen,0.0,0.9999999403953552
161,2024D02657, voor,0.7226493507623672,0.2773506939411163, Tegen,0.3056193068623543,0.6943806707859039
162,2024D02658, voor,0.5008866190910339,0.4991134107112884, tegen,0.2295146435499191,0.7704852819442749
163,2024D02675, tegen,0.3279664218425751,0.6720335483551025, tegen,0.0,1.0000000298023224
164,2024D02656, voor,1.0000000149011612,0.0, voor,0.5448376834392548,0.4551623314619064
165,2024D02650, voor,0.620047926902771,0.379952073097229, tegen,0.2455611675977707,0.7544387876987457
166,2024D02648, voor,1.0,0.0, voor,0.5587688088417053,0.4412311166524887
167,2024D02647, tegen,0.2961073815822601,0.7038926482200623, Tegen,0.1333248168230056,0.8666752576828003
168,2024D02654, tegen,0.3133423626422882,0.6866576671600342, Tegen,0.1060032099485397,0.8939968049526215
169,2024D02652, voor,0.7418161332607269,0.2581839263439178, tegen,0.1968882828950882,0.803111732006073
170,2024D02653, tegen,0.0901914313435554,0.9098085463047028, tegen,0.0,1.0000000298023224
171,2024D02655, Tegen,0.3576003760099411,0.6423996686935425, Tegen,0.0,1.0
172,2024D02389, voor,0.4765045940876007,0.5234953612089157, Tegen,0.1119789108633995,0.8880211114883423
173,2024D02392, tegen,0.3042279779911041,0.6957720518112183, tegen,0.078709065914154,0.9212908744812012
174,2024D02390, tegen,0.0,1.0, Tegen,0.0,1.0000000298023224
175,2024D02214, voor,0.5910345837473869,0.4089654386043548, tegen,0.2871241867542267,0.7128758728504181
176,2024D02396, Tegen,0.2278637140989303,0.7721362411975861, Tegen,0.0,0.9999999403953552
177,2024D02391, voor,0.4688708484172821,0.5311291068792343, tegen,0.1670411676168441,0.8329588174819946
178,2024D02209, voor,0.8588593304157257,0.1411407440900802, voor,0.5044341534376144,0.4955659657716751
179,2024D02096, voor,0.3666454553604126,0.6333545744419098, Tegen,0.1344980299472808,0.8655019402503967
180,2024D02098, voor,0.3800252079963684,0.619974821805954, Tegen,0.1140173748135566,0.8859826326370239
181,2024D01578, voor,0.6226950883865356,0.3773049265146255, tegen,0.2973401173949241,0.7026599049568176
182,2024D01579, voor,0.7276802510023117,0.2723197191953659, Tegen,0.1968867033720016,0.8031132817268372
183,2024D01966, voor,0.6201702579855919,0.3798297792673111, tegen,0.2942773476243019,0.7057226598262787
184,2024D01250, voor,0.6916536092758179,0.3083463683724403, tegen,0.2545070946216583,0.7454929053783417
185,2024D01889, tegen,0.2766291797161102,0.7233708202838898, tegen,0.0798158273100853,0.9201841354370116
186,2024D01893, voor,0.5874531865119934,0.4125467985868454, tegen,0.2340648472309112,0.7659352123737335
187,2024D01900, tegen,0.4023548364639282,0.5976451188325882, tegen,0.249089777469635,0.7509102523326874
188,2024D01890, voor,0.483940988779068,0.5160590261220932, tegen,0.1655439436435699,0.8344560861587524
189,2024D01892, voor,0.5530699118971825,0.4469300061464309, tegen,0.3935313075780868,0.6064687371253967
190,2024D01894, voor,0.9129139631986618,0.0870860591530799, Tegen,0.3645838275551796,0.6354161202907562
191,2024D01898, voor,0.7862062603235245,0.2137937024235725, Tegen,0.1138123050332069,0.886187732219696
192,2024D01891, voor,0.8982841223478317,0.1017158776521682, voor,0.5291861221194267,0.4708138704299927
193,2024D01899, voor,0.7370611354708672,0.2629388347268104, Tegen,0.2320238351821899,0.7679761350154877
194,2024D01901, tegen,0.45497976988554,0.5450203120708466, tegen,0.1165002882480621,0.8834996819496155
195,2024D01375, tegen,0.0,1.0000000447034836, tegen,0.0,1.0000000298023224
196,2024D01509, tegen,0.0,0.9999999701976776, Tegen,0.0,0.9999999701976776
197,2024D01506, tegen,0.2144682109355926,0.7855318188667297, tegen,0.1239989772439003,0.8760010898113251
198,2024D01504, voor,0.5925859808921814,0.4074140042066574, Tegen,0.3204213604331016,0.6795786321163177
199,2024D01503, tegen,0.1305668652057647,0.8694331645965576, Tegen,0.1247344315052032,0.875265508890152
200,2024D01505, voor,0.5954001098871231,0.4045999050140381, Tegen,0.3229720592498779,0.6770279109477997
201,2024D01397, tegen,0.0,1.0, tegen,0.0,0.9999999701976776
202,2024D01396, voor,0.6890993267297745,0.3109005913138389, tegen,0.230131596326828,0.7698683738708496
203,2024D01390, voor,0.8500995598733425,0.1499004065990448, tegen,0.1094740778207779,0.8905259072780609
204,2024D01377, tegen,0.4204526543617248,0.5795473456382751, tegen,0.1407067328691482,0.8592932820320129
205,2024D01388, voor,0.6903658509254456,0.3096341639757156, tegen,0.2404190748929977,0.7595809102058411
206,2024D01394, voor,1.0000000149011612,0.0, voor,0.7663433700799942,0.2336566373705864
207,2024D01379, voor,0.6149445325136185,0.3850554674863815, Tegen,0.2135236710309982,0.7864763140678406
208,2024D01376, tegen,0.2996501922607422,0.700349748134613, tegen,0.0,1.0000000596046448
209,2024D01399, tegen,0.0881175994873046,0.9118824005126952, tegen,0.0,1.0000000298023224
210,2024D01391, tegen,0.0,1.0000000298023224, Tegen,0.0,1.0
211,2024D01378, voor,0.5746253132820129,0.4253746718168258, tegen,0.1998943537473678,0.800105631351471
212,2024D01369, voor,0.577250175178051,0.4227497726678848, Tegen,0.1679567098617553,0.8320432901382446
213,2024D01374, voor,0.541761577129364,0.45823834836483, Tegen,0.1239949911832809,0.8760049939155579
214,2024D01373, voor,0.8333402425050735,0.1666597723960876, Tegen,0.3348514214158058,0.6651486158370972
215,2024D01372, voor,0.767903745174408,0.2320961579680442, tegen,0.3050482645630836,0.6949516832828522
216,2024D01367, voor,0.5545929074287415,0.4454070925712585, tegen,0.1380738914012909,0.8619260787963867
217,2024D01371, voor,0.6787269115447998,0.3212730884552002, Tegen,0.2436923757195472,0.7563076019287109
218,2024D01364, voor,0.8546452969312668,0.145354762673378, tegen,0.3679018318653106,0.6320981085300446
219,2024D01317, tegen,0.2229431271553039,0.7770568132400513, Tegen,0.0891105383634567,0.9108895063400269
220,2024D01323, voor,0.7047297060489655,0.2952703535556793, Tegen,0.1084797605872154,0.8915202021598816
221,2024D01329, tegen,0.0,1.0, Tegen,0.0,0.9999999403953552
222,2024D01315, voor,0.6781131029129028,0.3218868151307106, tegen,0.247944951057434,0.7520550191402435
223,2024D01361, voor,0.5170785188674927,0.4829214662313461, tegen,0.1165258511900901,0.8834741413593292
224,2024D01363, voor,0.8270344063639641,0.1729655563831329, tegen,0.2555243968963623,0.7444756329059601
225,2024D01327, tegen,0.2869885563850403,0.7130114734172821, Tegen,0.1361742615699768,0.8638257384300232
226,2024D01322, voor,0.7981595546007156,0.2018404528498649, Tegen,0.1653685569763183,0.8346313834190369
227,2024D01320, tegen,0.2226466834545135,0.7773533165454865, Tegen,0.0,1.0000000298023224
228,2024D01326, voor,0.6922681257128716,0.3077318668365478, tegen,0.131995141506195,0.8680048286914825
229,2024D01308, voor,0.873199962079525,0.126800075173378, Tegen,0.2961353361606598,0.7038646638393402
230,2024D01311, voor,0.4619795382022857,0.5380204916000366, tegen,0.1206831336021423,0.8793168663978577
231,2024D01314, voor,0.496587723493576,0.5034123361110687, tegen,0.0780653730034828,0.9219346642494202
232,2024D01293, tegen,0.3229020833969116,0.6770979762077332, Tegen,0.1428592652082443,0.8571406900882721
233,2024D01292, Tegen,0.346714973449707,0.6532850563526154, Tegen,0.0,1.0000000298023224
234,2024D01291, tegen,0.2389308363199234,0.761069118976593, Tegen,0.0727604478597641,0.9272395372390748
235,2024D01500, tegen,0.0,1.0000000298023224, tegen,0.0,1.0
236,2024D01499, Tegen,0.4287082105875015,0.5712918192148209, Tegen,0.1990013048052787,0.8009986877441406
237,2024D01487, tegen,0.2133450806140899,0.7866549342870712, Tegen,0.0,0.9999999701976776
238,2024D01486, tegen,0.0789273381233215,0.9210726022720336, Tegen,0.3551990836858749,0.6448009312152863
239,2024D01485, tegen,0.0,1.0000000298023224, tegen,0.3826162368059158,0.6173837780952454
240,2024D01489, tegen,0.0,1.0, Tegen,0.0,1.0000000596046448
241,2024D01491, tegen,0.0,1.0000000596046448, Tegen,0.0,1.0000000596046448
242,2024D01494, voor,0.5187215805053711,0.4812783747911453, Tegen,0.1781736463308334,0.8218263983726501
243,2024D01495, Tegen,0.0,1.0, Tegen,0.0,1.0000000298023224
244,2024D01493, tegen,0.137259840965271,0.8627401888370514, tegen,0.1301549226045608,0.8698450922966003
245,2024D01496, tegen,0.0,1.0000000298023224, Tegen,0.0,1.0
246,2024D01066, tegen,0.3277634382247925,0.6722365319728851, Tegen,0.0,1.0
247,2024D01062, tegen,0.0,1.0000000298023224, Tegen,0.0,0.9999999701976776
248,2024D01067, tegen,0.0,1.0, tegen,0.0,0.9999999701976776
249,2024D01063, tegen,0.1609970182180404,0.8390030562877655, Tegen,0.0,1.0
250,2024D01061, tegen,0.0,1.0000000596046448, Tegen,0.0,1.0000000298023224
251,2024D01189, tegen,0.3110415339469909,0.6889584958553314, Tegen,0.1570389568805694,0.8429610133171082
252,2024D00840, tegen,0.0,0.9999999850988388, tegen,0.0,0.9999999701976776
253,2024D00890, voor,0.9999999701976776,0.0, Tegen,0.5070847421884537,0.4929152578115463
254,2024D00820, voor,0.6297605261206627,0.3702394515275955, Tegen,0.1513555943965912,0.8486443758010864
255,2023D51041, tegen,0.2692283987998962,0.7307716012001038, Tegen,0.0,1.0000000298023224
256,2023D51044, tegen,0.1541412770748138,0.8458587229251862, tegen,0.2009592205286026,0.7990407943725586
257,2023D51053, tegen,0.1554044038057327,0.8445956259965897, tegen,0.0999259352684021,0.9000740647315979
258,2023D51058, tegen,0.0,1.0000000596046448, Tegen,0.0,1.0000000298023224
259,2023D51059, voor,0.7116039171814919,0.2883960828185081, tegen,0.3307594582438469,0.6692405641078949
260,2023D51054, tegen,0.196109265089035,0.8038907945156097, tegen,0.0905643627047538,0.9094356000423433
261,2023D51060, voor,0.581737756729126,0.4182622581720352, tegen,0.3073211684823036,0.6926787793636322
262,2023D51172, voor,0.559503473341465,0.440496563911438, Tegen,0.0922357365489006,0.9077642858028412
263,2023D51166, tegen,0.0,1.0000000298023224, Tegen,0.0,0.9999999701976776
264,2023D51170, tegen,0.2295509874820709,0.7704489976167679, tegen,0.2534759938716888,0.7465239465236664
265,2023D51167, tegen,0.3216128647327423,0.6783872097730637, Tegen,0.1012111753225326,0.8987887799739838
266,2023D51168, tegen,0.0,1.0000000298023224, Tegen,0.0,0.9999999701976776
267,2023D51165, tegen,0.0,1.0000000298023224, tegen,0.0,1.0
268,2023D51171, voor,0.7023719325661659,0.2976280748844147, Tegen,0.1626781746745109,0.8373218178749084
269,2023D51182, tegen,0.0,1.0000000298023224, Tegen,0.0,1.0000000596046448
270,2023D51205, tegen,0.0,1.0000000596046448, Tegen,0.0,1.0000000596046448
271,2023D51199, voor,0.6396674513816833,0.3603325709700584, voor,0.5126589611172676,0.4873410761356354
272,2023D51180, tegen,0.2909214794635772,0.7090785652399063, tegen,0.281097374856472,0.7189026176929474
273,2023D51176, tegen,0.2819837629795074,0.7180162221193314, tegen,0.1117371693253517,0.8882628679275513
274,2023D51164, tegen,0.1751290261745453,0.8248709440231323, tegen,0.0,1.0000000298023224
275,2023D51198, voor,0.7775305509567261,0.2224694043397903, tegen,0.2855071872472763,0.7144928872585297
276,2023D51194, tegen,0.4073960185050964,0.5926039963960648, tegen,0.0985487177968025,0.9014512300491332
277,2023D51191, Tegen,0.0,0.9999999403953552, Tegen,0.0,0.9999999701976776
278,2023D51193, voor,0.9272999465465546,0.072700060904026, Tegen,0.2723740339279175,0.7276260256767273
279,2023D51190, tegen,0.259156584739685,0.7408434450626373, Tegen,0.0692524015903472,0.9307476282119752
280,2023D51196, tegen,0.0,1.0000000149011612, tegen,0.0,0.9999999701976776
281,2023D50610, voor,0.5939061641693115,0.4060939103364944, Tegen,0.2979412674903869,0.7020587027072906
282,2023D50622, voor,0.4299179017543793,0.5700820684432983, Tegen,0.0,0.9999999403953552
283,2023D50617, Tegen,0.1338739693164825,0.8661259710788727, Tegen,0.0698598101735115,0.9301402270793916
284,2023D50623, voor,0.6025392338633537,0.3974607139825821, Tegen,0.3893380910158157,0.6106619834899902
285,2023D50763, voor,0.6872584223747253,0.3127416446805, tegen,0.134277805685997,0.8657221794128418
286,2023D50755, tegen,0.0,1.0, Tegen,0.0,1.0000000298023224
287,2023D50761, voor,0.9045178294181824,0.095482163131237, Tegen,0.287033349275589,0.7129666656255722
288,2023D50757, tegen,0.0,0.9999999701976776, Tegen,0.0,0.9999999701976776
289,2023D50756, tegen,0.0,0.9999999552965164, tegen,0.0,0.9999999701976776
